word,rank,frequency,source
notice,689,0.00145138,google_20k_evaluation
god,690,0.00144928,google_20k_evaluation
original,691,0.00144718,google_20k_evaluation
head,692,0.00144509,google_20k_evaluation
radio,693,0.00144300,google_20k_evaluation
until,694,0.00144092,google_20k_evaluation
cell,695,0.00143885,google_20k_evaluation
color,696,0.00143678,google_20k_evaluation
self,697,0.00143472,google_20k_evaluation
council,698,0.00143266,google_20k_evaluation
away,699,0.00143062,google_20k_evaluation
includes,700,0.00142857,google_20k_evaluation
track,701,0.00142653,google_20k_evaluation
australia,702,0.00142450,google_20k_evaluation
discussion,703,0.00142248,google_20k_evaluation
archive,704,0.00142045,google_20k_evaluation
once,705,0.00141844,google_20k_evaluation
others,706,0.00141643,google_20k_evaluation
entertainment,707,0.00141443,google_20k_evaluation
agreement,708,0.00141243,google_20k_evaluation
format,709,0.00141044,google_20k_evaluation
least,710,0.00140845,google_20k_evaluation
society,711,0.00140647,google_20k_evaluation
months,712,0.00140449,google_20k_evaluation
log,713,0.00140252,google_20k_evaluation
safety,714,0.00140056,google_20k_evaluation
friends,715,0.00139860,google_20k_evaluation
sure,716,0.00139665,google_20k_evaluation
faq,717,0.00139470,google_20k_evaluation
trade,718,0.00139276,google_20k_evaluation
edition,719,0.00139082,google_20k_evaluation
cars,720,0.00138889,google_20k_evaluation
messages,721,0.00138696,google_20k_evaluation
marketing,722,0.00138504,google_20k_evaluation
tell,723,0.00138313,google_20k_evaluation
further,724,0.00138122,google_20k_evaluation
updated,725,0.00137931,google_20k_evaluation
association,726,0.00137741,google_20k_evaluation
able,727,0.00137552,google_20k_evaluation
having,728,0.00137363,google_20k_evaluation
provides,729,0.00137174,google_20k_evaluation
david,730,0.00136986,google_20k_evaluation
fun,731,0.00136799,google_20k_evaluation
already,732,0.00136612,google_20k_evaluation
green,733,0.00136426,google_20k_evaluation
studies,734,0.00136240,google_20k_evaluation
close,735,0.00136054,google_20k_evaluation
common,736,0.00135870,google_20k_evaluation
drive,737,0.00135685,google_20k_evaluation
specific,738,0.00135501,google_20k_evaluation
several,739,0.00135318,google_20k_evaluation
gold,740,0.00135135,google_20k_evaluation
feb,741,0.00134953,google_20k_evaluation
living,742,0.00134771,google_20k_evaluation
sep,743,0.00134590,google_20k_evaluation
collection,744,0.00134409,google_20k_evaluation
called,745,0.00134228,google_20k_evaluation
short,746,0.00134048,google_20k_evaluation
arts,747,0.00133869,google_20k_evaluation
lot,748,0.00133690,google_20k_evaluation
ask,749,0.00133511,google_20k_evaluation
display,750,0.00133333,google_20k_evaluation
limited,751,0.00133156,google_20k_evaluation
powered,752,0.00132979,google_20k_evaluation
solutions,753,0.00132802,google_20k_evaluation
means,754,0.00132626,google_20k_evaluation
director,755,0.00132450,google_20k_evaluation
daily,756,0.00132275,google_20k_evaluation
beach,757,0.00132100,google_20k_evaluation
past,758,0.00131926,google_20k_evaluation
natural,759,0.00131752,google_20k_evaluation
whether,760,0.00131579,google_20k_evaluation
due,761,0.00131406,google_20k_evaluation
et,762,0.00131234,google_20k_evaluation
electronics,763,0.00131062,google_20k_evaluation
five,764,0.00130890,google_20k_evaluation
upon,765,0.00130719,google_20k_evaluation
period,766,0.00130548,google_20k_evaluation
planning,767,0.00130378,google_20k_evaluation
database,768,0.00130208,google_20k_evaluation
says,769,0.00130039,google_20k_evaluation
official,770,0.00129870,google_20k_evaluation
weather,771,0.00129702,google_20k_evaluation
mar,772,0.00129534,google_20k_evaluation
land,773,0.00129366,google_20k_evaluation
average,774,0.00129199,google_20k_evaluation
done,775,0.00129032,google_20k_evaluation
technical,776,0.00128866,google_20k_evaluation
window,777,0.00128700,google_20k_evaluation
france,778,0.00128535,google_20k_evaluation
pro,779,0.00128370,google_20k_evaluation
region,780,0.00128205,google_20k_evaluation
island,781,0.00128041,google_20k_evaluation
record,782,0.00127877,google_20k_evaluation
direct,783,0.00127714,google_20k_evaluation
microsoft,784,0.00127551,google_20k_evaluation
conference,785,0.00127389,google_20k_evaluation
environment,786,0.00127226,google_20k_evaluation
records,787,0.00127065,google_20k_evaluation
st,788,0.00126904,google_20k_evaluation
district,789,0.00126743,google_20k_evaluation
calendar,790,0.00126582,google_20k_evaluation
costs,791,0.00126422,google_20k_evaluation
style,792,0.00126263,google_20k_evaluation
url,793,0.00126103,google_20k_evaluation
front,794,0.00125945,google_20k_evaluation
statement,795,0.00125786,google_20k_evaluation
update,796,0.00125628,google_20k_evaluation
parts,797,0.00125471,google_20k_evaluation
aug,798,0.00125313,google_20k_evaluation
ever,799,0.00125156,google_20k_evaluation
downloads,800,0.00125000,google_20k_evaluation
early,801,0.00124844,google_20k_evaluation
miles,802,0.00124688,google_20k_evaluation
sound,803,0.00124533,google_20k_evaluation
resource,804,0.00124378,google_20k_evaluation
present,805,0.00124224,google_20k_evaluation
applications,806,0.00124069,google_20k_evaluation
either,807,0.00123916,google_20k_evaluation
ago,808,0.00123762,google_20k_evaluation
document,809,0.00123609,google_20k_evaluation
word,810,0.00123457,google_20k_evaluation
works,811,0.00123305,google_20k_evaluation
material,812,0.00123153,google_20k_evaluation
bill,813,0.00123001,google_20k_evaluation
apr,814,0.00122850,google_20k_evaluation
written,815,0.00122699,google_20k_evaluation
talk,816,0.00122549,google_20k_evaluation
federal,817,0.00122399,google_20k_evaluation
hosting,818,0.00122249,google_20k_evaluation
rules,819,0.00122100,google_20k_evaluation
final,820,0.00121951,google_20k_evaluation
adult,821,0.00121803,google_20k_evaluation
tickets,822,0.00121655,google_20k_evaluation
thing,823,0.00121507,google_20k_evaluation
centre,824,0.00121359,google_20k_evaluation
requirements,825,0.00121212,google_20k_evaluation
via,826,0.00121065,google_20k_evaluation
cheap,827,0.00120919,google_20k_evaluation
nude,828,0.00120773,google_20k_evaluation
kids,829,0.00120627,google_20k_evaluation
finance,830,0.00120482,google_20k_evaluation
true,831,0.00120337,google_20k_evaluation
minutes,832,0.00120192,google_20k_evaluation
else,833,0.00120048,google_20k_evaluation
mark,834,0.00119904,google_20k_evaluation
third,835,0.00119760,google_20k_evaluation
rock,836,0.00119617,google_20k_evaluation
gifts,837,0.00119474,google_20k_evaluation
europe,838,0.00119332,google_20k_evaluation
reading,839,0.00119190,google_20k_evaluation
topics,840,0.00119048,google_20k_evaluation
bad,841,0.00118906,google_20k_evaluation
individual,842,0.00118765,google_20k_evaluation
tips,843,0.00118624,google_20k_evaluation
plus,844,0.00118483,google_20k_evaluation
auto,845,0.00118343,google_20k_evaluation
cover,846,0.00118203,google_20k_evaluation
usually,847,0.00118064,google_20k_evaluation
edit,848,0.00117925,google_20k_evaluation
together,849,0.00117786,google_20k_evaluation
videos,850,0.00117647,google_20k_evaluation
percent,851,0.00117509,google_20k_evaluation
fast,852,0.00117371,google_20k_evaluation
function,853,0.00117233,google_20k_evaluation
fact,854,0.00117096,google_20k_evaluation
unit,855,0.00116959,google_20k_evaluation
getting,856,0.00116822,google_20k_evaluation
global,857,0.00116686,google_20k_evaluation
tech,858,0.00116550,google_20k_evaluation
meet,859,0.00116414,google_20k_evaluation
far,860,0.00116279,google_20k_evaluation
economic,861,0.00116144,google_20k_evaluation
en,862,0.00116009,google_20k_evaluation
player,863,0.00115875,google_20k_evaluation
projects,864,0.00115741,google_20k_evaluation
lyrics,865,0.00115607,google_20k_evaluation
often,866,0.00115473,google_20k_evaluation
subscribe,867,0.00115340,google_20k_evaluation
submit,868,0.00115207,google_20k_evaluation
germany,869,0.00115075,google_20k_evaluation
amount,870,0.00114943,google_20k_evaluation
watch,871,0.00114811,google_20k_evaluation
included,872,0.00114679,google_20k_evaluation
feel,873,0.00114548,google_20k_evaluation
though,874,0.00114416,google_20k_evaluation
bank,875,0.00114286,google_20k_evaluation
risk,876,0.00114155,google_20k_evaluation
thanks,877,0.00114025,google_20k_evaluation
everything,878,0.00113895,google_20k_evaluation
deals,879,0.00113766,google_20k_evaluation
various,880,0.00113636,google_20k_evaluation
words,881,0.00113507,google_20k_evaluation
linux,882,0.00113379,google_20k_evaluation
jul,883,0.00113250,google_20k_evaluation
production,884,0.00113122,google_20k_evaluation
commercial,885,0.00112994,google_20k_evaluation
james,886,0.00112867,google_20k_evaluation
weight,887,0.00112740,google_20k_evaluation
town,888,0.00112613,google_20k_evaluation
heart,889,0.00112486,google_20k_evaluation
advertising,890,0.00112360,google_20k_evaluation
received,891,0.00112233,google_20k_evaluation
choose,892,0.00112108,google_20k_evaluation
treatment,893,0.00111982,google_20k_evaluation
newsletter,894,0.00111857,google_20k_evaluation
archives,895,0.00111732,google_20k_evaluation
points,896,0.00111607,google_20k_evaluation
knowledge,897,0.00111483,google_20k_evaluation
magazine,898,0.00111359,google_20k_evaluation
error,899,0.00111235,google_20k_evaluation
camera,900,0.00111111,google_20k_evaluation
jun,901,0.00110988,google_20k_evaluation
girl,902,0.00110865,google_20k_evaluation
currently,903,0.00110742,google_20k_evaluation
construction,904,0.00110619,google_20k_evaluation
toys,905,0.00110497,google_20k_evaluation
registered,906,0.00110375,google_20k_evaluation
clear,907,0.00110254,google_20k_evaluation
golf,908,0.00110132,google_20k_evaluation
receive,909,0.00110011,google_20k_evaluation
domain,910,0.00109890,google_20k_evaluation
methods,911,0.00109769,google_20k_evaluation
chapter,912,0.00109649,google_20k_evaluation
makes,913,0.00109529,google_20k_evaluation
protection,914,0.00109409,google_20k_evaluation
policies,915,0.00109290,google_20k_evaluation
loan,916,0.00109170,google_20k_evaluation
wide,917,0.00109051,google_20k_evaluation
beauty,918,0.00108932,google_20k_evaluation
manager,919,0.00108814,google_20k_evaluation
india,920,0.00108696,google_20k_evaluation
position,921,0.00108578,google_20k_evaluation
taken,922,0.00108460,google_20k_evaluation
sort,923,0.00108342,google_20k_evaluation
listings,924,0.00108225,google_20k_evaluation
models,925,0.00108108,google_20k_evaluation
michael,926,0.00107991,google_20k_evaluation
known,927,0.00107875,google_20k_evaluation
half,928,0.00107759,google_20k_evaluation
cases,929,0.00107643,google_20k_evaluation
step,930,0.00107527,google_20k_evaluation
engineering,931,0.00107411,google_20k_evaluation
florida,932,0.00107296,google_20k_evaluation
simple,933,0.00107181,google_20k_evaluation
quick,934,0.00107066,google_20k_evaluation
none,935,0.00106952,google_20k_evaluation
wireless,936,0.00106838,google_20k_evaluation
license,937,0.00106724,google_20k_evaluation
paul,938,0.00106610,google_20k_evaluation
friday,939,0.00106496,google_20k_evaluation
lake,940,0.00106383,google_20k_evaluation
whole,941,0.00106270,google_20k_evaluation
annual,942,0.00106157,google_20k_evaluation
published,943,0.00106045,google_20k_evaluation
later,944,0.00105932,google_20k_evaluation
basic,945,0.00105820,google_20k_evaluation
sony,946,0.00105708,google_20k_evaluation
shows,947,0.00105597,google_20k_evaluation
corporate,948,0.00105485,google_20k_evaluation
google,949,0.00105374,google_20k_evaluation
church,950,0.00105263,google_20k_evaluation
method,951,0.00105152,google_20k_evaluation
purchase,952,0.00105042,google_20k_evaluation
customers,953,0.00104932,google_20k_evaluation
active,954,0.00104822,google_20k_evaluation
response,955,0.00104712,google_20k_evaluation
practice,956,0.00104603,google_20k_evaluation
hardware,957,0.00104493,google_20k_evaluation
figure,958,0.00104384,google_20k_evaluation
materials,959,0.00104275,google_20k_evaluation
fire,960,0.00104167,google_20k_evaluation
holiday,961,0.00104058,google_20k_evaluation
chat,962,0.00103950,google_20k_evaluation
enough,963,0.00103842,google_20k_evaluation
designed,964,0.00103734,google_20k_evaluation
along,965,0.00103627,google_20k_evaluation
among,966,0.00103520,google_20k_evaluation
death,967,0.00103413,google_20k_evaluation
writing,968,0.00103306,google_20k_evaluation
speed,969,0.00103199,google_20k_evaluation
html,970,0.00103093,google_20k_evaluation
countries,971,0.00102987,google_20k_evaluation
loss,972,0.00102881,google_20k_evaluation
face,973,0.00102775,google_20k_evaluation
brand,974,0.00102669,google_20k_evaluation
discount,975,0.00102564,google_20k_evaluation
higher,976,0.00102459,google_20k_evaluation
effects,977,0.00102354,google_20k_evaluation
created,978,0.00102249,google_20k_evaluation
remember,979,0.00102145,google_20k_evaluation
standards,980,0.00102041,google_20k_evaluation
oil,981,0.00101937,google_20k_evaluation
bit,982,0.00101833,google_20k_evaluation
yellow,983,0.00101729,google_20k_evaluation
political,984,0.00101626,google_20k_evaluation
increase,985,0.00101523,google_20k_evaluation
advertise,986,0.00101420,google_20k_evaluation
kingdom,987,0.00101317,google_20k_evaluation
base,988,0.00101215,google_20k_evaluation
near,989,0.00101112,google_20k_evaluation
environmental,990,0.00101010,google_20k_evaluation
thought,991,0.00100908,google_20k_evaluation
stuff,992,0.00100806,google_20k_evaluation
french,993,0.00100705,google_20k_evaluation
storage,994,0.00100604,google_20k_evaluation
oh,995,0.00100503,google_20k_evaluation
japan,996,0.00100402,google_20k_evaluation
doing,997,0.00100301,google_20k_evaluation
loans,998,0.00100200,google_20k_evaluation
shoes,999,0.00100100,google_20k_evaluation
entry,1000,0.00100000,google_20k_evaluation
stay,1001,0.00099900,google_20k_evaluation
nature,1002,0.00099800,google_20k_evaluation
orders,1003,0.00099701,google_20k_evaluation
availability,1004,0.00099602,google_20k_evaluation
africa,1005,0.00099502,google_20k_evaluation
summary,1006,0.00099404,google_20k_evaluation
turn,1007,0.00099305,google_20k_evaluation
mean,1008,0.00099206,google_20k_evaluation
growth,1009,0.00099108,google_20k_evaluation
notes,1010,0.00099010,google_20k_evaluation
agency,1011,0.00098912,google_20k_evaluation
king,1012,0.00098814,google_20k_evaluation
monday,1013,0.00098717,google_20k_evaluation
european,1014,0.00098619,google_20k_evaluation
activity,1015,0.00098522,google_20k_evaluation
copy,1016,0.00098425,google_20k_evaluation
